key,value
114265,161363
81451,40550
5222,24557
144549,70189
67239,84012
117374,103216
99144,22013
108571,188032
175239,45940
150806,187409
95420,13906
191721,108637
73752,17125
3641,56047
20398,140151
80457,16514
166806,170551
127621,64415
175208,47342
167363,106939
96626,36845
55561,67012
166340,112204
96850,183799
94897,73778
112587,196023
16658,33416
172776,16136
57771,199450
199048,141988
73517,193312
107835,119265
177056,45488
114188,68238
79354,176912
13578,19956
157808,197571
134483,161913
45320,184906
133728,157709
30021,78663
178165,55091
87541,55579
89037,167935
68720,47229
89876,165043
187454,112663
32865,139709
175204,110843
196069,169481
611,130156
181813,134003
22192,198865
65027,132850
74376,186543
119175,87318
19132,64189
193717,67453
11368,121424
176333,71620
162119,23123
131855,192737
83176,4838
98121,183186
140424,36321
175604,68271
13576,198760
90640,176061
82645,70630
109489,186755
92096,20468
34377,15586
105255,161696
6051,173505
164451,168999
112920,28481
25090,163639
189272,91430
155155,119100
57284,167556
115246,40772
86034,62495
277,60826
31151,82731
140285,71531
99243,81101
59742,156220
65604,71162
198823,33479
143405,4305
180343,83995
66630,176360
4421,16038
153211,43229
191717,197706
55234,28171
150730,93040
12538,123777
146853,130157
63684,3956
89723,179448
49531,152523
7070,9947
62886,198968
71189,166204
191662,165793
54832,48807
195561,163251
41696,101808
37273,6581
86723,178613
95500,185859
96387,185298
90752,190008
100289,38710
132380,79045
159121,130502
97377,100810
90465,192213
116017,143226
181257,57577
60145,155791
63687,157905
152161,75834
54400,18780
7729,151611
178792,92039
20826,141425
132273,133290
92665,199716
116633,143378
115314,139134
48970,138765
3965,177957
148338,89156
126431,47214
190327,133625
63504,158334
116837,135903
52055,3176
178813,18660
147024,157944
147444,113289
94729,165455
168673,154275
178366,137004
76653,105961
198147,166471
181358,191690
4646,118197
197573,76633
89514,109983
41252,175456
83724,177973
195673,98877
167858,122619
929,54840
41036,117311
26058,140061
167474,133057
117244,93501
136421,118488
86038,14012
151982,144747
8353,174202
34644,9058
127306,89496
173804,33259
11965,66082
104959,153464
12319,121296
75374,54567
152309,5470
165881,104569
68079,139714
65901,125831
129743,49844
160924,43973
10861,39071
78085,164920
66951,70494
3415,178799
125217,61741
166579,26539
150511,126821
21156,141929
171107,163615
196345,176333
109,31665
17712,47415
15184,198519
51343,198525
104218,128004
47134,160018
178554,170120
18878,192669
103490,162105
165202,66237
32853,113654
21641,167410
102840,108818
173614,110178
71981,126724
17375,7652
128113,182027
150245,57638
90850,47959
116121,89561
110179,96120
35436,183764
185400,6537
142529,65002
27891,179487
199721,196899
50534,2997
170765,1354
19722,193071
101254,20985
166602,137597
57987,46785
23744,86646
41507,149091
12255,15575
129051,77386
18209,193552
100449,98972
186474,182382
70200,55258
9878,144137
99035,6344
77795,38893
145809,173917
61640,25276
104286,128643
36777,55642
34263,78826
100135,193851
66095,73602
124307,30325
9997,99819
12646,103141
16071,112737
119071,168793
62101,128829
118784,138507
139364,162151
43128,18979
67013,32046
142444,30901
10316,15718
120358,42189
159403,6664
132063,173199
67427,123449
162700,139739
188742,12186
190425,27454
171783,24911
119563,15978
192636,90399
102421,71152
121884,167173
177735,112344
194038,86780
141387,165096
97088,119155
198271,95593
117928,155337
5580,59054
191759,58961
104455,164739
120892,190901
83938,165997
154421,196701
190818,73270
128241,158126
21788,5434
152858,199478
162002,187728
162232,153085
164053,57001
194585,126637
138740,74017
141540,187755
105438,82441
42528,56940
11267,141045
1168,75762
82789,56100
50750,69353
55583,6502
69137,160397
142755,45638
6826,121374
8461,562
6148,40347
102930,122843
91622,88487
68653,117092
91020,53037
185834,161497
113814,76182
186494,23425
111250,55264
138675,36569
89521,21146
27288,123497
36979,166371
53037,13814
50451,91477
132895,42953
23522,124439
45948,101787
59015,179609
65063,7651
142628,13875
196262,67694
145067,167055
167178,3410
140316,181239
135141,187034
112522,182095
20728,28131
43585,96294
131627,5425
79320,79835
184048,60729
15748,104282
83508,178629
121746,126801
33258,24315
26194,35006
116712,28054
184121,106081
135405,27709
207,148024
139146,24838
172885,118980
108938,112436
61074,96325
33736,22347
87510,39909
109633,126876
52946,171298
118384,30027
19055,3275
118489,1722
103530,140019
107584,137882
169024,113546
71851,109886
193508,80514
26437,76237
123904,61663
91728,159089
81490,112127
143984,149231
87997,50182
166670,122319
76498,48688
89860,45192
83232,120420
116459,99570
141130,152814
149328,167792
182120,128794
188075,126454
197498,57960
178392,150088
98022,23183
101719,164230
101121,8914
58865,190092
42227,175131
170606,65314
172120,125939
193881,7899
26174,69478
177301,189922
4448,161227
92520,186773
169471,16193
177965,115315
169369,20100
92051,168855
25584,162787
159887,99609
190944,174962
165457,193311
58327,36918
58614,15192
170524,80466
127838,128793
39569,88287
188149,154929
109724,19739
184029,23976
94738,167413
168412,159551
184850,90326
180013,179496
164873,60276
60320,132415
76339,24019
103165,32952
198380,179143
151955,179171
4537,113877
48544,143534
192704,133393
22829,84125
188649,182344
191151,107119
104229,14042
173444,50597
7002,150913
140285,15200
92106,21980
167484,136832
56482,68959
52437,71856
148747,53695
106800,65451
84340,114063
138267,16052
181504,136918
130750,116110
161360,164887
198498,65228
74547,127727
38003,77278
183836,68311
24666,184505
111255,121573
101617,37813
24730,140713
128653,195346
76082,63285
5397,161804
106712,74986
131013,79015
34205,157995
167845,52701
36715,102456
138482,61933
191199,79124
136968,126620
6338,158344
188542,167350
45153,153013
87975,27327
110264,176165
44247,146840
186006,154463
10620,145879
81833,91343
69419,137943
40465,98992
36662,114839
124984,53931
58522,26759
49085,88504
136632,25212
34245,175742
146905,121887
103114,105493
58442,69717
1840,67136
27337,163283
115952,194585
66141,68481
122581,111496
89411,187439
47737,33831
79521,105102
160132,105149
135277,86788
199895,30100
108061,155377
46656,17440
124954,97178
18913,120946
27344,64890
97403,180269
172241,37639
164884,145063
77875,85905
68301,168400
119086,7645
186565,164149
85744,1862
164001,6031
92916,115244
68109,179031
87169,185919
138030,11414
127060,109048
109971,81894
140163,120488
135700,78149
30154,59203
143032,174716
65463,31180
46871,119573
114218,12179
129866,140450
61570,51513
91789,159029
75012,141730
46258,167039
33435,67140
94976,33239
75218,198430
141841,140706
31115,101423
4054,173895
49544,95574
65095,81059
28281,127717
111127,183544
92496,81632
106793,27953
68694,25875
27053,169012
151702,171910
28629,8546
171474,26166
76782,176575
121235,58297
148943,168002
173134,178392
20840,164981
44412,151250
132761,170989
61681,82151
136256,65641
73854,146814
186130,2148
176737,25965
35302,120241
124472,19263
35510,115983
128408,182794
27554,84329
100971,169652
131570,88630
51022,157699
1178,154833
25195,178559
118198,73868
71148,127782
149401,66167
3672,137929
522,172233
50410,7548
198360,140996
156002,192315
41936,43666
148419,166517
11724,105475
68530,25399
158602,161931
101990,85404
145712,196306
77441,8634
40515,182068
148123,64252
121787,110305
66015,84397
33226,109043
167760,83620
145515,118663
33946,137541
3736,44197
62390,144214
100881,83950
110043,46771
108541,11468
3507,145338
2136,95697
151942,142540
6743,175407
31489,137804
144627,134075
3541,1815
183239,64862
13,121
87078,51148
119554,141054
40311,143171
104148,137335
192980,125583
165053,42009
189938,171873
164392,40523
13399,198117
49973,2642
119092,18486
16099,142185
16389,111175
149711,193446
44578,43595
53757,185494
154748,122520
99211,169748
102652,43865
29582,96017
70546,18112
91330,182667
17763,151633
147143,15599
116743,683
177986,33263
119103,192375
35151,162437
173841,43689
182068,155805
80806,40549
173592,146435
107190,56796
87066,141017
62314,80308
153027,43907
184415,102352
52489,146655
152731,166931
141717,127750
169047,171706
70603,161419
84883,92051
159647,23185
13897,159744
36908,195683
60214,62851
94229,95221
137487,132160
91340,119416
38930,135124
170251,57950
68824,104858
171650,56504
169774,135171
159640,25544
113947,21402
173699,157252
7010,91788
84195,145512
127991,95860
54514,4862
183029,166787
39213,153883
107316,22621
71270,188632
153403,157666
175438,198704
14968,177343
159834,78028
16904,112353
122687,148452
85916,164421
172658,41111
170939,11048
49047,121687
156184,133175
161254,178842
191521,180806
25134,72047
86061,69011
141927,21201
18620,147436
161474,31716
124048,164189
42398,134564
73285,88391
135288,78866
140518,193639
126784,70896
153853,67492
11252,11563
151078,45694
110333,48194
144867,135465
104289,90857
192680,141575
5798,129302
172172,48601
5611,14628
146131,167178
173540,5899
93190,119755
5416,21058
149381,130478
74769,55134
199935,172384
174164,84358
117011,84281
179729,38498
172384,161718
33776,86553
90136,182845
199068,97939
166805,110537
131129,6420
184078,180242
143455,70394
111240,157231
191081,3476
376,27247
88987,182075
171261,147357
29155,33479
55329,99661
39936,71617
184475,49081
76912,162706
169219,179193
74827,126745
177834,9744
1223,35499
90427,30432
149986,181565
10429,103060
170623,117564
36432,80809
182035,70599
111403,13269
162920,94251
124004,180642
127032,41768
75304,139633
125620,126981
75719,120082
101276,63652
14250,179882
139310,55738
87372,115204
34611,175469
140665,158130
7763,161997
24770,176769
14886,9687
187725,181087
109463,65495
70001,168019
120639,80581
164509,176906
21103,132353
3764,69247
35288,11943
177722,40365
41127,51054
4039,82845
147763,124972
90241,119717
65324,56308
113435,145559
171043,196845
49082,131399
125874,99128
90235,117787
94350,190753
93645,90975
36380,86995
133411,108428
146131,84875
100708,141716
94395,6414
189980,111725
199807,100798
70090,131324
125030,137663
43988,172449
105082,81233
133732,123987
29246,58763
11786,13440
14090,46072
90021,92366
68470,106223
168053,69473
89278,65359
62565,74898
116581,162976
133618,91520
35712,153345
69600,166575
164279,133358
75014,75452
119307,1586
75142,31002
180730,183277
81623,97485
9234,86229
174681,195346
101092,55576
51334,126453
10583,112040
158166,87782
170068,27762
17215,136989
27380,154806
103258,169956
31621,51858
140199,169066
115572,95413
171692,161701
91293,85378
147809,73245
42868,46704
150697,137492
27051,174370
50057,64526
169787,39782
75710,20068
161480,175042
161099,120655
121115,188429
22838,21228
136263,1522
28297,187125
181808,98940
115733,182750
120791,77204
50771,99357
13527,69208
143000,163504
662,155484
136253,86990
158233,40697
114947,26047
67710,58550
179424,108953
150324,71120
123293,66294
158454,53869
166688,80154
125819,102350
182777,135470
139778,152647
55636,187519
132551,109553
21363,102488
165636,193281
23771,183660
138004,174405
125963,120430
100427,80511
190624,82939
137233,176657
14618,141470
76785,49558
21310,162086
108595,166324
83379,42615
190220,17653
181993,117184
147950,192952
9510,167822
7260,84223
50781,173867
16983,35170
110079,5200
97126,83507
182691,128474
78431,16283
36684,164683
139335,197263
79165,88083
162836,96299
140968,199889
115821,111007
150267,84147
98128,148184
24660,167872
44713,108989
135227,23715
59545,9107
130022,135903
63378,118232
54972,28624
136371,182170
180823,63378
91371,152442
80491,28603
44839,193089
61850,194922
68592,85926
152830,187905
45200,52906
46252,96935
181675,135353
14626,196383
47480,75753
91102,83690
131056,20332
26640,100456
46960,183357
121957,70776
54437,87278
26918,74185
156481,32914
134826,107912
52733,35074
129975,183719
14341,40333
53879,26118
121810,67222
166185,8728
34003,137537
194932,19468
11657,99703
754,165497
127033,101677
60926,77791
71773,54483
54428,73357
178185,108820
539,47568
170276,195902
98398,54541
64392,189939
96112,104354
72805,19355
186214,105764
167331,46983
155298,143466
174055,129845
9890,44841
86710,39517
24808,94368
189030,189282
23105,70512
177736,167727
190717,59706
92013,24987
124478,34263
170294,51902
175256,99962
132995,95906
11418,69006
191423,195150
172781,81786
140505,95332
44426,101832
13445,166068
196913,37148
189378,64438
87504,75315
171740,123360
40308,44160
67232,9314
83769,189864
94422,62169
11916,106327
20148,30388
59162,160643
4457,1118
69819,95832
171972,139153
158417,35443
124065,95365
166345,43287
51464,70243
13501,132797
128926,9374
197134,98054
109793,147432
174228,59104
57392,87678
95940,93771
105341,62878
133462,97159
154682,145441
16595,137839
40328,145894
68323,55022
160569,147804
115018,77879
138903,102117
152003,146943
11099,11480
90501,187844
94259,128013
186499,54657
53068,137527
864,120808
163511,192515
32970,106445
165062,101794
254,151520
176631,75743
2632,79687
66025,119524
97064,6875
26893,119270
82479,4068
87332,108101
178102,102676
90966,84735
135220,156042
160417,166155
195979,10200
169220,104261
84692,140222
104046,154861
130242,196274
186581,186796
34883,42940
52941,44365
75883,47626
11044,66075
62975,4756
16058,104673
62672,180931
16796,150510
27535,9746
112613,147771
123032,26405
193721,64552
100086,198914
63485,89097
155119,20587
199694,176070
23831,78963
188413,38531
12953,40366
143546,104305
28524,35016
37857,56701
41344,145168
107782,178081
199296,31618
70665,518
187635,34498
166727,75383
86477,78104
35747,38179
68484,193526
155876,40946
44776,75299
62877,5861
38971,60670
181232,34472
184145,14608
3952,7138
25299,49985
33924,117333
137999,158230
44905,142756
172829,176181
42235,69404
173616,61812
87270,16088
167954,153629
128006,148681
25135,187209
61167,87988
60359,198949
42414,158378
84597,99780
30559,166780
127059,107700
48180,154241
73577,193072
182539,136169
72036,106928
192742,127976
98527,74940
14681,140864
197556,156259
119093,120159
152049,95132
56500,98556
18118,72108
911,144658
49602,69
168280,121880
10418,156608
14091,102789
64483,62254
98754,14352
33779,127180
49201,31976
189089,87650
110905,123177
189801,42956
110466,18051
128419,195529
51853,112544
49025,154062
38162,76409
84214,156819
175246,142923
149995,123389
185517,118088
119244,51244
142577,190390
194312,47790
181196,78833
50920,131714
40946,16784
73233,113292
43562,155715
41937,43451
48777,42104
138956,58481
51588,136850
188932,21683
51602,131098
85309,46295
189234,42818
57008,88565
157650,7326
100868,37892
127230,178686
7184,152280
184911,76354
11106,188506
180208,25138
72849,78458
19506,45028
81657,88707
42048,48634
154733,40591
65965,96909
101677,116070
177039,6889
136944,174415
169088,148714
57806,150806
185134,59426
182803,168850
91344,9071
73280,108785
40964,181964
160853,181290
49590,51541
168485,120345
72963,29605
92383,51577
89654,144917
190685,61417
54322,187611
136914,117120
133290,168803
152701,95737
163614,20889
191722,159753
5670,89219
63519,199870
8459,151861
167512,195187
70245,89201
147165,126410
94741,149522
90588,15517
133370,183320
48540,90535
125042,33845
58981,47685
194263,183013
178495,50092
3672,1488
126367,1174
146684,110459
18360,146159
114224,158073
79560,131846
78112,103236
178591,119637
74744,122258
188506,165178
197454,91771
44089,194813
162469,25683
70484,143579
65434,193972
96136,169429
99830,95173
10836,145751
167254,99874
149782,35750
174213,36542
120081,173169
177,195632
45275,87278
34127,177599
179089,96726
166498,175109
185280,69253
164076,27080
28985,195558
175097,16279
196721,96457
93083,193688
107604,46645
171270,79503
18797,37443
110839,172939
106995,116836
110331,169044
133011,6860
169702,149318
69548,12937
193716,82070
149008,105459
79224,126844
9280,65104
52528,111226
69897,44702
75775,85172
199158,52063
187471,40863
6150,112767
83930,70950
190439,192021
58961,36761
106948,166178
17603,77314
57843,78216
15376,182318
174522,54461
125424,18663
90499,39153
186452,69859
49824,31395
11274,159566
17028,87857
177162,107809
139852,64869
170536,7906
162292,193241
95723,63116
190475,20455
195936,48846
42869,95276
42843,193364
105342,72256
153737,116448
73852,114826
143923,121514
16184,113997
114902,170531
164120,175108
99964,76145
73874,42814
132713,108416
164431,61015
9702,122337
172764,193213
7841,120639
137416,20796
192555,10431
191820,18136
192194,9610
28609,35443
77155,76020
137287,2429
97496,102689
158859,167816
77938,33775
27468,29483
193695,133501
126449,80580
187815,153724
171156,5176
6689,73260
67155,153137
18239,14324
172462,189555
16182,115165
44446,183142
50421,180279
18713,191880
76923,149426
45347,8065
74246,149013
157535,54526
4266,186893
108592,75802
14836,69441
22439,34102
19237,15465
120172,10512
175962,71957
179583,54249
19671,7660
91230,97116
2446,56892
23111,95533
190825,136889
134627,119461
144083,82967
10196,101459
108856,4042
112893,116620
93775,169733
30346,70064
30412,69436
136940,59754
90587,18867
87066,105680
5510,148585
92059,31572
69687,188580
34495,120016
124290,13566
179647,40915
17049,89852
60380,141527
101785,30109
27451,87806
32024,30797
20780,185952
113882,45656
190030,123439
25222,67123
54475,196976
96936,161569
50543,69008
29324,9374
102992,27535
169648,110588
85358,2730
165623,66782
182848,130785
48961,83256
91163,56479
31846,183177
9445,130227
52446,130878
19498,48992
38174,1807
115005,38019
84386,192325
8346,143062
169856,80263
84116,189951
195982,46346
78811,5243
143862,135675
114545,188536
9039,193905
159831,112332
176751,155446
33640,83257
60354,61548
106826,10217
25987,176200
3914,152651
192776,171674
160720,150757
62272,19496
154869,25791
184858,70487
15445,6747
155997,160211
179046,132400
29953,43185
188442,163665
118402,185412
28992,153939
35577,173477
183711,168529
48426,135357
136521,117300
80190,192146
20152,87931
186116,154968
67343,163216
39327,93308
69386,166703
50257,78080
185517,86711
11521,38967
106214,111771
68314,169023
45537,125620
63661,139603
186078,113637
163932,156032
103209,114647
72996,143839
16397,21760
9837,87628
18368,44842
148249,167914
191257,35565
183196,122769
38905,71064
49551,5041
192919,111690
129160,123403
130465,161881
135437,61231
173859,101033
119410,120264
133063,17471
3033,129281
798,133871
181184,35324
65914,14105
131941,159823
58480,165951
93981,21822
187657,182089
57404,50068
194615,199746
25450,93183
119119,151082
46770,14355
147305,47262
176117,65260
113317,101015
21993,186247
101548,168540
42985,4234
21586,116973
39591,154568
85299,192282
30706,178050
36811,99970
168928,105164
15190,178776
147391,109700
153728,110957
28928,22920
5216,145405
71006,431
176529,62749
163783,7068
194585,148894
47324,172566
171757,176058
125183,102519
126722,56715
198550,108000
5410,138577
109424,59906
54206,57289
152886,156113
169914,90816
11545,102531
102509,184079
106011,168497
129296,112252
2251,187696
89225,92856
5190,137920
169237,6949
170028,9677
89065,12757
177937,159492
13982,143759
57177,11285
109075,164032
163026,48973
94557,12571
181362,186043
154806,199657
132384,9345
92139,97195
113005,77330
81691,20403
153364,150447
196295,75477
17702,33240
68484,55360
109518,17257
102875,12628
97465,3368
183282,47201
156297,166643
197025,153188
159913,11091
115400,104576
24172,152374
30841,199838
165241,132318
28720,194504
81394,160248
140666,55179
108280,129319
136806,69082
159885,3761
62130,35109
24556,117943
115984,73159
147715,182330
24530,31168
125366,114151
115051,87252
97347,6105
181692,175081
10654,73158
49355,129422
88864,168214
52186,193412
27581,87137
116857,92907
168984,174278
34674,46494
162737,84473
13746,187744
141133,64956
146524,103196
9379,51860
152892,15437
55812,111280
129945,76319
145546,112550
115894,94389
103713,123727
96265,53314
85194,19663
82700,65099
67819,173380
183165,129447
74568,52937
156881,35816
130146,272
135822,27434
44769,14869
120112,143049
11734,199898
187487,6755
54391,129126
141498,23330
558,30323
801,65294
166202,37567
1447,131800
39905,62739
67392,25385
106172,2524
156573,179662
161092,6445
151205,121644
91094,128205
184626,136381
140186,92680
29824,105001
104486,22116
147457,4843
130726,103872
68349,81901
69693,157082
12576,73582
58559,154659
75741,195259
176001,185097
104511,188094
19632,113815
169569,37043
32804,180738
44276,122221
180831,116368
34664,113122
27434,4890
89254,70403
169916,9857
44400,189836
100024,5066
195471,47206
137159,170312
79239,108073
93244,189013
86793,153282
37254,23860
185411,139041
154075,83116
100416,141801
132944,105043
65581,163777
151029,56942
50325,175289
153351,117909
71939,92347
49857,158987
16617,139523
11180,46196
61152,141844
77079,145872
115577,107641
22087,167509
79620,79602
66851,58682
191867,187721
58875,175538
177170,115649
60777,99022
168848,169332
9698,162655
16236,134241
86320,114912
88984,58385
193504,122642
158033,80205
116074,102851
197592,56642
27443,138576
187518,57099
171422,66827
47112,186248
150058,4204
3415,41536
74844,155618
43500,168370
127717,140828
89625,41174
53126,77438
104725,189908
172617,20557
83190,18190
41851,29192
198048,111804
128958,105707
192714,1187
137112,159523
107190,11593
23232,5172
99115,111987
83189,132559
162970,116858
131606,177648
41960,184990
81378,33930
192688,96867
110505,94511
144799,34287
198039,151161
57287,145959
86414,65678
184142,167409
10880,164614
172760,78785
189241,77222
164103,88276
4656,180726
60964,150539
144319,104700
50761,138151
52032,195691
66521,98831
102250,157987
198047,5941
137147,31405
67499,77126
159163,139213
102577,11416
36030,158602
186420,106018
86701,59016
48053,180179
145724,186037
58440,20113
90322,173748
52796,5808
125664,4365
122236,157528
27369,161996
11127,76411
184933,138112
182458,130073
135367,111366
5996,19845
94087,16283
135165,186328
167058,59216
62586,72653
83552,18465
47015,158906
138363,39050
158046,169238
195000,65921
90980,71663
197544,22796
133156,54718
52245,130068
146818,136544
28324,79775
170552,128831
197332,185724
80626,37933
91765,6195
120024,80874
58293,137982
34833,12012
52428,155931
93204,176506
15615,170489
186381,14549
116204,133264
112146,117240
117036,87278
87568,153
9061,84108
49836,196582
83541,126920
166994,165750
100607,186903
15636,170999
57657,102881
118578,54782
56957,101987
17815,70549
47386,66375
123669,73620
22160,93398
24419,113914
192566,58692
39277,161433
82834,114487
108984,185803
16879,168103
72155,133248
181011,40963
183357,69317
171070,63459
109202,79097
143045,89659
19711,116290
138279,42457
182291,117860
178569,94813
195187,129880
124275,53206
15774,199877
101403,17908
68270,102502
7728,20978
129132,175557
66824,22536
156097,99051
80366,6724
190237,15779
16096,190948
154185,40654
85826,108086
177367,133890
53020,177434
86520,157420
171645,111837
33136,116944
136389,65380
164068,145977
124221,125194
125446,100250
86110,68342
38,35144
58828,78030
123495,199729
31826,74218
90321,30010
50663,118411
71446,172672
1706,33479
139382,169736
42828,109615
93343,169048
113125,89609
47405,149440
58393,175014
98677,125482
94881,101841
46857,119085
96949,199660
66013,89404
176740,67753
3637,61437
79941,153130
166171,133737
198177,150055
64697,158611
117687,94699
162575,93855
86307,62092
104676,172150
78223,164726
44436,47501
179788,12869
151619,68682
114828,8814
86951,67381
68148,129728
104259,93860
132206,185782
183055,52661
159995,173426
185576,2928
17842,147376
190986,171719
122815,100949
181202,159037
43090,116988
16367,71449
62913,134071
141603,86811
189449,38468
136175,118159
16456,92585
180777,135713
61169,71150
170770,170027
69864,58906
6462,34459
152830,162496
180661,173605
122198,187906
62930,143947
83340,81456
70861,46331
73478,15908
40851,161294
68035,140408
1942,79047
183207,111230
135151,137666
100987,184184
189795,164583
162555,186448
146268,166794
163004,12258
141364,186692
118326,105006
52261,66831
172273,45638
127831,43399
80567,115132
121988,27158
29211,92000
116767,144145
119564,50732
125940,140775
22302,89490
106597,32137
105816,41119
17033,194131
128132,55476
99112,124181
22492,61485
194524,138291
189397,129825
51770,16529
76484,5256
183159,167721
56492,19757
149203,181099
30767,104281
111453,108892
188304,31532
111200,44463
81452,195751
176771,173277
104101,161829
189891,143010
137028,189524
151304,168571
191965,113136
125702,103097
45165,193082
19922,131650
36337,47227
81794,121750
149290,164933
165149,47539
33019,67537
129508,106120
170984,144715
111046,115332
11118,180079
119497,26869
102871,116161
24117,167212
70168,136003
174480,149626
94190,120652
159825,36947
87551,119564
140712,97151
181365,45228
50405,82692
39671,156671
131794,14460
6787,162589
49573,76628
198827,18397
58380,115730
62698,65833
89422,70617
33705,74960
125391,198210
25135,17166
90665,82493
135762,48677
47377,17357
146111,29694
148318,87358
22084,116553
24137,158246
504,118213
6818,113976
119592,123772
171221,112050
174972,158786
51752,30662
54927,25478
102549,78049
81976,63907
145106,51496
50636,104922
77591,42297
91430,84513
2127,58432
94566,64179
63720,182023
193391,195912
189907,45831
192091,23211
8667,26275
42073,88420
78619,183004
105774,118267
85853,156175
18090,76607
151866,154340
175249,158676
93890,149642
198331,117703
123529,11082
60941,24980
184256,125852
488,94470
112353,139685
172476,190198
33016,96912
144666,51426
48918,10777
17556,69665
56728,86442
80377,97228
101804,50587
103822,123424
161501,133770
135165,179951
60411,114543
131216,113660
61675,109931
165860,78721
175389,81763
188574,81114
151925,133105
30689,7958
173459,105855
50852,197025
34678,108137
117563,199585
50563,147990
36599,166136
7109,98830
186043,6034
72025,36858
152191,77208
38488,161478
159862,36736
198271,20019
23482,161010
45854,69823
117151,68850
55699,168374
199547,165332
89443,13142
112949,157824
173985,126698
141949,44429
15664,150955
151788,193426
54276,131763
125863,35229
31107,24746
36281,4855
56500,134113
39590,189607
155201,161268
132456,50323
154015,198365
156188,10731
27486,96752
676,174711
177619,96351
162969,91586
78136,128469
111623,20611
113921,146488
197127,15967
189558,164644
101776,134442
9027,62255
9993,81358
190681,8075
1607,85650
178822,182710
70802,110108
136527,4442
20773,183694
52577,31065
71881,55370
62979,109127
254,93775
129394,68679
51388,48697
26832,192772
28238,31383
90186,69747
150553,87129
162385,165506
193761,171869
169508,163398
34092,151499
21496,198856
179148,124250
156037,192782
28249,156320
99333,162936
172477,12371
157880,17422
61588,99424
76753,17239
128478,168674
109129,83098
183332,149155
33772,4736
96630,150456
79332,142090
166324,53473
104312,6568
149427,7155
19536,110243
136273,3563
28158,198265
21530,89214
173443,56803
194483,109144
4730,163595
100925,76543
55105,159505
78481,95399
165587,51278
171762,69927
159320,129211
54414,33056
15419,781
152932,108541
8748,30549
97416,51497
87757,52811
165336,7595
94060,57786
46941,90148
113258,195302
45295,80809
177513,146955
143337,194535
147226,169571
180469,141426
4571,78756
156221,129880
11327,69397
107951,72423
144537,183759
86628,84594
93395,25498
179084,106043
149466,191946
55133,42725
188086,74138
8281,87295
167411,118087
198369,176217
75813,26146
21116,167823
148306,53700
96889,52173
148584,25728
164303,385
61458,134504
168806,151823
19292,181826
103926,104956
130446,115502
180151,6961
163701,177761
94442,40677
19006,133001
87102,177327
132196,99282
139104,187733
11230,68461
182200,49580
158887,68269
37854,154642
3672,8574
134945,177444
173097,139221
153870,37467
85606,141513
166311,85054
126895,134721
52401,159577
187447,142692
11818,50260
125372,6214
56191,118540
123598,54041
197007,21639
40214,13564
96527,144645
145481,107351
148601,168416
180296,80180
136147,93002
53805,181378
16134,119776
66062,136446
120259,144498
20353,49510
67199,5877
189479,155327
91507,181236
171397,30826
71775,3737
83734,15019
194936,18847
145110,26470
63636,186231
185987,101263
19651,129569
8776,617
9752,72391
134926,93798
79801,190881
172273,28614
189722,194254
35432,178787
50411,174441
65755,132733
27140,2200
190089,152742
74559,177834
85290,43362
83447,85676
65275,183426
149994,100974
38301,84722
94671,113079
20530,71189
70498,26510
40728,173844
187828,181503
192294,147844
142100,116771
16055,16426
15350,160472
50005,173366
33869,31760
87379,38181
154353,67042
28277,130089
113067,28728
29014,25228
80715,135032
61389,41300
65665,196643
184394,9904
157001,106488
196465,89859
198477,35526
177409,107826
20026,34528
32361,101714
108247,187263
147738,78268
135335,23079
184207,167015
15819,483
20189,16850
43174,186019
54272,57475
182451,6011
32129,110039
119211,151965
100019,88410
96646,164009
102287,170534
121818,64418
48957,58038
143747,190573
169642,50373
101772,132367
80591,26067
76921,63136
80552,73806
103043,44529
45931,132463
5931,196599
127576,69163
173659,158007
168598,14623
82256,52353
134332,176666
191466,149789
167953,3568
89846,191396
160886,96262
1942,161155
191209,70864
42417,137549
168054,18006
114292,142449
60668,104137
39951,86863
116814,128931
46957,22487
6888,183538
131576,128571
48503,122385
75153,32063
13214,97696
152831,20858
91704,194289
120735,150095
133414,196008
196497,22040
97812,89016
88120,23874
144653,81785
155439,93661
188267,96482
43900,163238
111195,67105
64701,164343
83213,36847
36104,25173
126855,51969
33610,144622
80081,37106
69334,137492
125709,168587
175635,44976
148511,140179
15655,173841
42494,5896
40610,161800
19941,168703
120312,45176
100652,82407
27883,171382
169832,63955
188479,68864
38170,8585
81885,163871
87976,128618
135186,197527
29154,64022
27968,76286
95131,199764
99548,35962
189180,97747
59542,15874
57325,15849
36305,73564
17129,57568
4105,3986
30295,29654
55295,17278
73843,111225
79263,80591
48474,21928
73923,65099
121889,168347
125338,131641
177704,177461
7284,97336
88032,174008
161786,36200
193720,34901
125415,124323
6170,173170
33262,112046
13913,194114
80157,147682
122258,104726
163302,170525
124002,160582
153015,192946
135828,117933
182408,48190
92153,105603
176123,155097
114304,169860
80142,20409
16682,55493
91137,4041
117396,181139
113891,76010
162038,163201
99696,118410
44012,183652
117237,185217
105612,49807
57086,148042
107709,132652
6891,10501
116101,29670
27776,161469
74102,130836
82359,12510
172533,93370
166460,48238
33590,11922
24943,17314
37757,126768
2153,191947
73912,37326
33708,183420
96819,149400
190048,58562
61726,170117
188150,36255
55110,144679
22469,79832
60895,55625
29283,106504
19498,113083
106461,193632
162910,174187
123645,80583
177788,80582
